timestamp,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_gamma,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_gamma,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_gamma,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_gamma
1733383204.3628745,30803.032300971776,20881.310404019016,11580.520375878203,12146.100249462148,6913.487580155434,975.1067599364027,1993.9217852952204,1756.3908575376593,2815.965634336056,1388.5140156713019,11112.799240721586,11661.537399687724,4758.615387748916,5533.703057855774,5282.255291823489,15672.597115953527,20956.65450333457,5454.540941934214,6870.588972558842,4538.684782690796
1733383206.3436117,27180.256122582316,21981.104241948233,10199.87552147693,12631.65271703303,7478.2344017128435,857.4310317616232,729.8655691797552,513.2175947420851,1546.8030714898691,672.0107098481287,4969.267262018313,2915.106577313296,2137.095298131322,3502.995820187407,3227.5031589238783,9019.487620315593,9530.751167214727,5298.399883188345,5723.574541813947,3580.945032495856
