timestamp,qnum,TP9,AF7,AF8,TP10
1733383221.4912996,7,0.0,-45.8984375,-525.390625,56.640625
1733383221.506925,7,0.0,-50.29296875,-450.1953125,71.2890625
1733383221.5220263,7,0.0,-60.05859375,-456.54296875,68.84765625
1733383221.5372372,7,0.0,-60.546875,-589.84375,115.234375
1733383221.5521097,7,0.0,-53.22265625,-605.46875,122.55859375
1733383221.5680811,7,0.0,-30.76171875,-399.4140625,46.38671875
1733383221.584098,7,0.0,-39.0625,-443.84765625,48.33984375
1733383221.6000457,7,0.0,-58.59375,-482.421875,50.29296875
1733383221.615993,7,-6.34765625,-51.26953125,-440.91796875,66.89453125
1733383221.6316383,7,-11.23046875,-24.4140625,-357.421875,82.03125
1733383221.646792,7,19.04296875,-23.4375,-414.0625,73.2421875
1733383221.6626115,7,26.3671875,-53.22265625,-459.47265625,54.6875
1733383221.6777875,7,-6.8359375,-51.7578125,-414.0625,47.36328125
1733383221.693199,7,66.89453125,-27.83203125,-457.03125,93.26171875
1733383221.7088263,7,129.8828125,-22.4609375,-451.66015625,106.4453125
1733383221.7246747,7,83.0078125,-37.59765625,-514.16015625,147.94921875
1733383221.739798,7,5.859375,-53.22265625,-450.68359375,76.171875
1733383221.7556846,7,-8.30078125,-44.921875,-299.8046875,9.765625
1733383221.7717404,7,31.73828125,-39.0625,-401.3671875,73.2421875
1733383221.7876265,7,37.109375,-42.48046875,-392.08984375,95.21484375
1733383221.8035262,7,15.13671875,-44.921875,-330.56640625,62.01171875
1733383221.818693,7,56.640625,-47.8515625,-361.81640625,65.91796875
1733383221.8343413,7,106.93359375,-41.9921875,-434.08203125,119.62890625
1733383221.8504512,7,11.71875,-29.296875,-378.90625,68.84765625
1733383221.8661904,7,-4.8828125,-24.4140625,-296.38671875,61.5234375
1733383221.8814158,7,86.9140625,-26.3671875,-367.1875,120.1171875
1733383221.8966987,7,132.8125,-49.31640625,-468.26171875,183.10546875
1733383221.911455,7,52.24609375,-62.5,-502.9296875,186.03515625
1733383221.9266393,7,-22.4609375,-40.52734375,-214.35546875,82.51953125
1733383221.942438,7,5.859375,-29.296875,-188.4765625,118.1640625
1733383221.9573889,7,60.05859375,-28.3203125,-274.4140625,135.7421875
1733383221.9729807,7,50.78125,-26.85546875,-312.5,94.23828125
1733383221.988971,7,3.90625,-34.1796875,-245.1171875,67.3828125
1733383222.0050218,7,-0.48828125,-33.69140625,-298.33984375,76.171875
1733383222.020183,7,-0.9765625,-34.1796875,-372.55859375,87.890625
1733383222.0351093,7,40.0390625,-36.1328125,-358.88671875,96.19140625
1733383222.0502949,7,30.76171875,-34.1796875,-380.37109375,72.265625
1733383222.065192,7,-18.06640625,-36.1328125,-385.25390625,29.78515625
1733383222.0806682,7,74.70703125,-47.36328125,-554.6875,103.02734375
1733383222.0958524,7,69.3359375,-52.734375,-501.953125,92.28515625
1733383222.1115367,7,-39.55078125,-34.66796875,-296.38671875,-35.15625
1733383222.1269653,7,-20.99609375,-36.62109375,-395.01953125,-26.85546875
1733383222.1428251,7,-0.48828125,-56.640625,-448.2421875,5.859375
1733383222.1581626,7,-31.73828125,-54.6875,-386.23046875,-26.85546875
1733383222.173439,7,-57.12890625,-54.19921875,-409.66796875,-41.9921875
1733383222.1885087,7,-67.3828125,-57.6171875,-518.5546875,-38.57421875
1733383222.2044086,7,-38.57421875,-54.19921875,-576.171875,-27.34375
1733383222.2194436,7,-46.38671875,-57.6171875,-428.7109375,-62.98828125
1733383222.2347713,7,-89.35546875,-54.19921875,-480.95703125,-69.3359375
1733383222.2508526,7,-60.546875,-51.26953125,-666.9921875,-7.32421875
1733383222.266383,7,-55.17578125,-58.59375,-709.47265625,-13.671875
1733383222.281762,7,-101.07421875,-77.1484375,-521.484375,-101.5625
1733383222.2970316,7,-71.2890625,-77.1484375,-483.88671875,-88.8671875
1733383222.3124545,7,-52.24609375,-49.8046875,-560.546875,-36.62109375
1733383222.3287065,7,-103.02734375,-47.36328125,-561.5234375,-70.80078125
1733383222.3446577,7,-75.68359375,-41.015625,-487.3046875,-98.14453125
1733383222.3603234,7,-19.04296875,-37.59765625,-497.0703125,-69.82421875
1733383222.3754723,7,-41.50390625,-61.03515625,-562.5,-39.55078125
1733383222.3914876,7,-56.640625,-66.40625,-512.20703125,-23.92578125
1733383222.4063585,7,-52.734375,-71.2890625,-492.1875,-30.2734375
1733383222.4212203,7,-17.578125,-57.12890625,-528.3203125,-26.85546875
1733383222.4364605,7,-2.9296875,-30.2734375,-588.8671875,22.94921875
1733383222.4521728,7,-32.2265625,-44.921875,-566.40625,16.11328125
1733383222.468464,7,-48.33984375,-51.7578125,-512.20703125,-8.7890625
1733383222.484288,7,6.8359375,-42.96875,-475.09765625,34.1796875
1733383222.5003705,7,65.91796875,-62.5,-583.984375,96.6796875
1733383222.5154965,7,-12.6953125,-64.453125,-489.2578125,38.57421875
1733383222.530971,7,-64.453125,-53.22265625,-401.85546875,8.7890625
1733383222.5465794,7,-10.25390625,-55.17578125,-485.3515625,85.44921875
1733383222.5621262,7,36.62109375,-58.59375,-529.296875,97.65625
1733383222.5774066,7,5.859375,-59.08203125,-443.84765625,24.4140625
1733383222.592466,7,-16.6015625,-41.9921875,-389.6484375,18.5546875
1733383222.6079164,7,71.77734375,-38.57421875,-493.65234375,76.171875
1733383222.623477,7,134.27734375,-50.78125,-571.2890625,120.60546875
1733383222.6390724,7,88.8671875,-47.36328125,-462.890625,86.9140625
1733383222.654367,7,23.92578125,-41.50390625,-383.30078125,22.4609375
1733383222.669557,7,84.47265625,-71.2890625,-491.69921875,65.91796875
1733383222.685261,7,110.3515625,-66.89453125,-480.95703125,81.54296875
1733383222.700842,7,57.6171875,-32.2265625,-380.859375,35.64453125
1733383222.7164693,7,62.01171875,-24.90234375,-380.37109375,60.546875
1733383222.7318184,7,135.7421875,-24.4140625,-560.05859375,133.7890625
1733383222.7475672,7,190.91796875,-48.828125,-551.26953125,108.88671875
1733383222.762886,7,157.2265625,-51.7578125,-313.4765625,25.390625
1733383222.778311,7,134.27734375,-38.0859375,-371.58203125,74.21875
1733383222.7934418,7,112.3046875,-34.66796875,-466.30859375,94.7265625
1733383222.80839,7,154.296875,-23.92578125,-455.56640625,82.03125
1733383222.824345,7,196.77734375,-26.85546875,-426.26953125,97.65625
1733383222.8401277,7,238.76953125,-35.64453125,-421.38671875,92.28515625
1733383222.8554032,7,258.30078125,-75.1953125,-485.3515625,129.8828125
1733383222.870998,7,213.8671875,-71.2890625,-414.0625,99.12109375
1733383222.886783,7,226.5625,-5.859375,-258.7890625,74.21875
1733383222.902266,7,240.234375,1.953125,-373.046875,124.0234375
1733383222.9170537,7,189.453125,-16.6015625,-354.98046875,115.234375
1733383222.932234,7,196.77734375,-13.671875,-216.796875,126.953125
1733383222.9476233,7,252.9296875,-18.06640625,-192.87109375,116.69921875
1733383222.9630833,7,314.94140625,-23.92578125,-360.83984375,129.8828125
1733383222.9781885,7,311.5234375,-26.85546875,-341.30859375,121.09375
1733383222.9942284,7,278.80859375,-31.25,-307.6171875,115.72265625
1733383223.0100288,7,274.4140625,-30.76171875,-195.80078125,139.16015625
1733383223.025167,7,321.77734375,-34.66796875,-240.234375,194.3359375
1733383223.0406804,7,309.08203125,-47.8515625,-450.1953125,171.875
1733383223.055785,7,217.7734375,-62.98828125,-133.30078125,60.05859375
1733383223.0710394,7,260.7421875,-44.43359375,50.29296875,107.91015625
1733383223.0865164,7,341.796875,-10.7421875,-77.1484375,161.1328125
1733383223.102077,7,307.12890625,-26.3671875,-84.9609375,94.7265625
1733383223.1169028,7,250.9765625,-32.2265625,101.5625,78.61328125
1733383223.132171,7,272.94921875,-23.92578125,37.109375,109.375
1733383223.1474483,7,289.55078125,-27.34375,-34.1796875,115.234375
1733383223.163285,7,265.625,-37.109375,19.53125,106.93359375
1733383223.1783547,7,221.6796875,-53.7109375,-51.26953125,93.26171875
1733383223.1934524,7,224.12109375,-56.640625,-218.26171875,84.47265625
1733383223.209538,7,299.8046875,-63.96484375,-353.515625,145.01953125
1733383223.2248526,7,301.7578125,-67.87109375,-298.828125,138.671875
1733383223.2397957,7,268.06640625,-45.8984375,55.17578125,34.1796875
1733383223.2555077,7,282.2265625,-38.0859375,45.8984375,71.77734375
1733383223.2705753,7,302.24609375,-52.734375,-37.59765625,127.9296875
1733383223.286171,7,292.96875,-52.734375,74.21875,100.09765625
1733383223.3021116,7,249.51171875,-28.3203125,131.8359375,102.5390625
1733383223.3173614,7,282.2265625,-23.92578125,-2.9296875,113.76953125
1733383223.3323166,7,293.9453125,-39.0625,-66.89453125,82.51953125
1733383223.3476086,7,285.15625,-31.73828125,62.98828125,66.89453125
1733383223.362645,7,292.48046875,-39.55078125,33.203125,78.61328125
1733383223.3786783,7,385.25390625,-61.03515625,-147.94921875,134.27734375
1733383223.3938866,7,353.515625,-59.08203125,-304.19921875,137.20703125
1733383223.4090843,7,176.7578125,-54.19921875,-13.671875,63.96484375
1733383223.424426,7,166.015625,-39.0625,105.46875,49.31640625
