timestamp,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_gamma,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_gamma,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_gamma,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_gamma
1733383225.4240243,1265.2956516680679,1371.2662631228125,1108.5907509749063,3007.806707163913,1776.7516708187304,471.9758766726293,499.61197050088504,413.1986367191097,944.4093247789916,218.45243168530044,912.2020663970061,1786.0958498757918,1201.631861869494,3540.7949213718002,2055.4776339047485,877.2852973073143,896.963990094511,504.44385069415864,2331.892172003445,1400.2654270934302
1733383226.2015371,2629.4044167069906,2043.5888739939871,1258.469971036612,2845.7493806331795,2055.7767733495666,383.8893034099375,408.3665664359755,166.82071265233793,638.199091708538,335.42405683851655,485.1863339354969,1435.4225527955891,1343.3281995354605,4020.3951782305576,2308.89470651728,864.9728669950782,999.8102767363372,737.4793935017583,2765.5872514194307,1555.7920023022323
1733383226.9717686,409.0030948508319,1165.9292178535964,823.8854526825568,2739.2529101361324,1345.5638463136845,148.43734354645062,487.27967247920265,466.0106897119683,876.32292028612,320.61000634790065,684.2107452036273,1804.2346302414844,2139.682545443913,3520.330748418885,1565.1414024569378,641.7707905555199,819.483549338697,716.4947687136618,2214.46262199517,978.0961808550617
