timestamp,qnum,TP9,AF7,AF8,TP10,RightAux
1733383200.2956712,1,0.0,-34.1796875,-386.71875,23.92578125,0.0
1733383200.3086398,1,0.0,-32.2265625,-480.46875,72.265625,0.0
1733383200.3186665,1,0.0,-32.2265625,-513.18359375,120.1171875,0.0
1733383200.329272,1,0.0,-31.25,-356.4453125,88.37890625,0.0
1733383200.3399813,1,0.0,-18.5546875,-351.07421875,76.66015625,0.0
1733383200.350926,1,0.0,-26.3671875,-555.6640625,140.13671875,0.0
1733383200.360977,1,0.0,-26.85546875,-517.578125,114.74609375,0.0
1733383200.3718965,1,0.0,-15.13671875,-296.38671875,91.796875,0.0
1733383200.3825593,1,0.0,-19.53125,-323.73046875,104.98046875,0.0
1733383200.392952,1,0.0,-20.99609375,-394.53125,104.00390625,0.0
1733383200.4031994,1,0.0,-17.578125,-315.91796875,94.7265625,0.0
1733383200.4141774,1,0.0,-10.7421875,-282.2265625,68.84765625,0.0
1733383200.4248228,1,113.76953125,-24.90234375,-337.890625,123.046875,0.0
1733383200.4353828,1,137.6953125,-45.41015625,-384.27734375,145.99609375,0.0
1733383200.4457326,1,154.78515625,-40.52734375,-312.98828125,81.0546875,0.0
1733383200.4559355,1,151.85546875,-14.6484375,-296.38671875,90.33203125,0.0
1733383200.466191,1,124.51171875,-13.18359375,-329.1015625,127.44140625,0.0
1733383200.4768283,1,154.78515625,-35.15625,-394.04296875,140.625,0.0
1733383200.4871142,1,124.0234375,-44.921875,-379.39453125,129.8828125,0.0
1733383200.497678,1,104.98046875,-28.3203125,-354.98046875,106.4453125,0.0
1733383200.5078065,1,187.98828125,-8.7890625,-424.31640625,125.48828125,0.0
1733383200.5181677,1,193.359375,-22.4609375,-471.6796875,170.8984375,0.0
1733383200.528939,1,55.6640625,-43.45703125,-249.0234375,79.58984375,0.0
1733383200.5395308,1,83.0078125,-48.828125,-225.09765625,15.13671875,0.0
1733383200.5504293,1,256.8359375,-26.85546875,-326.66015625,118.1640625,0.0
1733383200.5613246,1,257.32421875,3.41796875,-332.03125,155.76171875,0.0
1733383200.5717614,1,81.0546875,3.41796875,-270.99609375,64.453125,0.0
1733383200.5824797,1,-15.625,5.37109375,-216.30859375,43.45703125,0.0
1733383200.5931394,1,83.49609375,11.23046875,-287.59765625,138.18359375,0.0
1733383200.6039104,1,138.18359375,-3.90625,-377.9296875,146.97265625,0.0
1733383200.614767,1,60.05859375,-13.18359375,-333.49609375,69.3359375,0.0
1733383200.6257303,1,52.24609375,0.0,-286.1328125,25.390625,0.0
1733383200.6367593,1,124.0234375,-5.859375,-454.58984375,112.79296875,0.0
1733383200.647456,1,101.5625,-20.99609375,-337.40234375,102.05078125,0.0
1733383200.6581807,1,21.484375,-11.71875,-148.4375,19.53125,0.0
1733383200.669344,1,35.64453125,-25.87890625,-275.87890625,57.12890625,0.0
1733383200.679618,1,115.234375,-39.0625,-423.33984375,125.48828125,0.0
1733383200.6901472,1,128.41796875,-17.578125,-296.875,80.56640625,0.0
1733383200.7011335,1,81.0546875,1.46484375,-197.75390625,22.4609375,0.0
1733383200.7117128,1,54.19921875,0.48828125,-257.32421875,60.546875,0.0
1733383200.7225554,1,83.984375,-9.765625,-340.33203125,67.3828125,0.0
1733383200.7335682,1,129.39453125,-17.08984375,-361.81640625,40.52734375,0.0
1733383200.7440667,1,109.86328125,-5.859375,-333.0078125,56.15234375,0.0
1733383200.7550955,1,87.40234375,-5.859375,-432.6171875,60.546875,0.0
1733383200.7655847,1,99.609375,-19.53125,-448.73046875,39.55078125,0.0
1733383200.7757964,1,49.31640625,-26.85546875,-281.73828125,-26.85546875,0.0
1733383200.7862492,1,47.8515625,-33.69140625,-290.0390625,-27.34375,0.0
1733383200.796406,1,43.9453125,-43.45703125,-431.640625,-3.41796875,0.0
1733383200.8075356,1,0.48828125,-27.83203125,-373.53515625,-62.98828125,0.0
1733383200.817901,1,10.25390625,-13.671875,-259.765625,-82.51953125,0.0
1733383200.8281984,1,98.6328125,-19.04296875,-275.87890625,-41.015625,0.0
1733383200.8391964,1,117.1875,-17.08984375,-308.10546875,-19.04296875,0.0
1733383200.8491995,1,0.0,-21.484375,-318.359375,-70.3125,0.0
1733383200.8593934,1,17.08984375,-12.6953125,-399.4140625,-49.8046875,0.0
1733383200.8703575,1,84.47265625,-29.78515625,-382.32421875,-17.08984375,0.0
1733383200.8809152,1,109.375,-36.1328125,-484.375,11.23046875,0.0
1733383200.8910944,1,65.91796875,-27.83203125,-503.90625,-1.46484375,0.0
1733383200.9015849,1,-7.8125,-35.15625,-269.04296875,-82.03125,0.0
1733383200.9120452,1,85.9375,-7.8125,-373.046875,-29.296875,0.0
1733383200.9221091,1,54.6875,-19.53125,-417.48046875,-2.9296875,0.0
1733383200.9323227,1,-40.0390625,-34.66796875,-350.09765625,-59.5703125,0.0
1733383200.9433224,1,-30.76171875,-4.39453125,-399.90234375,-59.08203125,0.0
1733383200.9533381,1,-12.20703125,-12.6953125,-459.9609375,-21.484375,0.0
1733383200.9640164,1,20.5078125,-26.85546875,-414.55078125,-33.69140625,0.0
1733383200.9740255,1,-16.6015625,-11.71875,-420.41015625,-52.24609375,0.0
1733383200.984267,1,-18.06640625,-6.34765625,-476.07421875,-16.11328125,0.0
1733383200.994627,1,11.71875,-11.23046875,-534.66796875,-2.44140625,0.0
1733383201.00554,1,25.87890625,-12.6953125,-590.8203125,21.97265625,0.0
1733383201.0163074,1,-41.9921875,-16.6015625,-438.96484375,-51.26953125,0.0
1733383201.0265353,1,-89.84375,-16.6015625,-371.09375,-147.4609375,0.0
1733383201.037385,1,-86.9140625,-26.3671875,-527.83203125,-60.05859375,0.0
1733383201.0481787,1,-63.96484375,-36.62109375,-543.9453125,-23.92578125,0.0
1733383201.0585067,1,0.0,-30.2734375,-421.875,-67.87109375,0.0
1733383201.069473,1,0.0,-10.7421875,-433.10546875,-54.6875,0.0
1733383201.0804384,1,0.0,-23.92578125,-441.89453125,-46.38671875,0.0
1733383201.0908537,1,0.0,-30.2734375,-479.4921875,-62.01171875,0.0
1733383201.1012783,1,0.0,-1.46484375,-484.375,-84.47265625,0.0
1733383201.1120512,1,0.0,-0.48828125,-525.87890625,-82.51953125,0.0
1733383201.1230202,1,0.0,-19.04296875,-546.875,-51.26953125,0.0
1733383201.1339862,1,0.0,-20.5078125,-496.09375,-47.36328125,0.0
1733383201.1445632,1,0.0,-20.01953125,-418.9453125,-71.2890625,0.0
1733383201.1554434,1,0.0,-34.66796875,-444.3359375,-41.9921875,0.0
1733383201.165916,1,0.0,-42.96875,-590.8203125,64.453125,0.0
1733383201.176877,1,0.0,-51.26953125,-518.5546875,13.671875,0.0
1733383201.18725,1,-13.671875,-38.57421875,-377.9296875,-90.8203125,0.0
1733383201.1973858,1,16.6015625,-21.484375,-433.59375,-48.828125,0.0
1733383201.208136,1,11.71875,-20.5078125,-475.5859375,-15.625,0.0
1733383201.2190466,1,11.23046875,-16.11328125,-440.4296875,-38.0859375,0.0
1733383201.2290547,1,69.3359375,-14.16015625,-430.17578125,-2.44140625,0.0
1733383201.239268,1,127.44140625,-16.11328125,-536.62109375,82.51953125,0.0
1733383201.249735,1,58.59375,-33.69140625,-631.34765625,107.421875,0.0
1733383201.2603989,1,-10.7421875,-44.43359375,-524.90234375,30.76171875,0.0
1733383201.2711515,1,-7.8125,-31.73828125,-437.01171875,-18.06640625,0.0
1733383201.2817712,1,37.59765625,-28.3203125,-502.44140625,36.1328125,0.0
1733383201.291846,1,66.40625,-21.484375,-530.76171875,45.41015625,0.0
1733383201.3018508,1,0.9765625,-9.765625,-433.10546875,2.9296875,0.0
1733383201.3126285,1,-6.8359375,-31.73828125,-437.01171875,10.25390625,0.0
1733383201.323373,1,57.12890625,-38.57421875,-448.2421875,67.3828125,0.0
1733383201.333959,1,40.52734375,-1.46484375,-447.265625,57.12890625,0.0
1733383201.34418,1,1.46484375,17.08984375,-407.2265625,-12.6953125,0.0
1733383201.3551788,1,4.39453125,11.71875,-432.6171875,36.62109375,0.0
1733383201.3657732,1,79.58984375,-4.8828125,-560.05859375,119.62890625,0.0
1733383201.3770735,1,6.8359375,-31.73828125,-553.7109375,24.4140625,0.0
1733383201.3872857,1,-86.9140625,-23.92578125,-419.921875,-90.33203125,0.0
1733383201.3977625,1,5.859375,-9.765625,-451.171875,-58.59375,0.0
1733383201.4086702,1,94.7265625,-14.6484375,-562.01171875,22.4609375,0.0
1733383201.4188862,1,50.78125,-19.04296875,-508.30078125,4.8828125,0.0
1733383201.4302747,1,-11.71875,-15.13671875,-393.06640625,-66.40625,0.0
1733383201.4412415,1,8.7890625,-26.85546875,-429.6875,-29.296875,0.0
1733383201.4519713,1,82.03125,-35.15625,-474.12109375,7.32421875,0.0
1733383201.4624784,1,103.515625,-26.85546875,-407.71484375,11.71875,0.0
1733383201.4726882,1,29.296875,-33.69140625,-410.15625,-8.30078125,0.0
1733383201.483653,1,14.16015625,-39.0625,-474.12109375,-19.04296875,0.0
1733383201.4944713,1,77.63671875,-33.69140625,-543.45703125,2.9296875,0.0
1733383201.5045254,1,115.234375,-21.484375,-521.484375,-2.44140625,0.0
1733383201.515403,1,49.31640625,-10.7421875,-471.6796875,-16.6015625,0.0
1733383201.5258331,1,2.9296875,-17.08984375,-502.44140625,-17.08984375,0.0
1733383201.536811,1,62.01171875,-25.87890625,-600.5859375,0.0,0.0
1733383201.546879,1,62.01171875,-50.78125,-448.73046875,-49.31640625,0.0
1733383201.557651,1,20.01953125,-35.64453125,-425.78125,-55.17578125,0.0
1733383201.567933,1,0.0,-9.27734375,0.0,1.953125,0.0
1733383201.5786712,1,0.0,-25.87890625,0.0,-13.671875,0.0
1733383201.5891588,1,0.0,-32.71484375,0.0,-73.73046875,0.0
1733383201.5995998,1,0.0,-22.4609375,0.0,-32.71484375,0.0
1733383201.6104758,1,0.0,-11.23046875,0.0,20.99609375,0.0
1733383201.621088,1,0.0,-9.27734375,0.0,-22.94921875,0.0
1733383201.631424,1,0.0,-16.6015625,0.0,-78.125,0.0
1733383201.6423864,1,0.0,-15.625,0.0,-105.46875,0.0
1733383201.6523993,1,0.0,-17.08984375,0.0,-2.9296875,0.0
1733383201.6624022,1,0.0,-30.76171875,0.0,-0.48828125,0.0
1733383201.6737976,1,0.0,-29.296875,0.0,-117.67578125,0.0
1733383201.684192,1,0.0,-16.11328125,0.0,-51.26953125,0.0
1733383201.6946993,1,78.125,-8.30078125,-546.38671875,-1.953125,0.0
1733383201.7055814,1,38.0859375,-10.25390625,-468.75,-28.3203125,0.0
1733383201.7158005,1,28.3203125,-23.4375,-445.3125,-39.0625,0.0
1733383201.7261882,1,71.77734375,-12.20703125,-495.60546875,51.7578125,0.0
1733383201.7366376,1,65.4296875,-6.34765625,-523.92578125,74.21875,0.0
1733383201.746826,1,33.203125,-27.83203125,-550.78125,42.96875,0.0
1733383201.7579865,1,76.66015625,-25.87890625,-530.2734375,40.52734375,0.0
1733383201.7686534,1,136.23046875,-17.08984375,-584.9609375,51.26953125,0.0
1733383201.7788293,1,158.69140625,-27.83203125,-610.83984375,88.8671875,0.0
1733383201.7896261,1,29.296875,-42.48046875,-442.3828125,-33.69140625,0.0
1733383201.7998679,1,-26.3671875,-30.76171875,-381.8359375,-86.42578125,0.0
1733383201.8104944,1,71.2890625,-34.66796875,-501.46484375,18.06640625,0.0
1733383201.8207338,1,94.23828125,-40.52734375,-529.296875,73.73046875,0.0
1733383201.830862,1,77.1484375,-21.97265625,-406.73828125,14.6484375,0.0
1733383201.8422093,1,62.98828125,-13.18359375,-400.390625,-24.90234375,0.0
1733383201.853012,1,82.51953125,-14.16015625,-446.77734375,23.92578125,0.0
1733383201.8636725,1,104.98046875,-18.06640625,-455.078125,51.7578125,0.0
1733383201.873693,1,71.77734375,-15.13671875,-503.90625,47.8515625,0.0
1733383201.8838654,1,-13.18359375,-17.08984375,-455.078125,7.8125,0.0
1733383201.8943849,1,50.29296875,-29.78515625,-596.19140625,73.2421875,0.0
1733383201.9044795,1,104.00390625,-40.52734375,-596.6796875,71.2890625,0.0
1733383201.9145463,1,-3.90625,-39.0625,-349.12109375,15.625,0.0
1733383201.9254606,1,9.765625,-27.83203125,-451.66015625,88.37890625,0.0
1733383201.9357207,1,40.0390625,-19.53125,-485.3515625,34.1796875,0.0
1733383201.9461837,1,-9.765625,-20.5078125,-391.11328125,-38.57421875,0.0
1733383201.9565907,1,-54.6875,-25.390625,-361.328125,-55.6640625,0.0
1733383201.967718,1,-57.6171875,-34.66796875,-437.01171875,-39.0625,0.0
1733383201.9782746,1,-72.265625,-46.38671875,-444.82421875,-48.33984375,0.0
1733383201.9888618,1,-104.00390625,-38.0859375,-433.10546875,-89.84375,0.0
1733383201.9993262,1,-112.79296875,-34.1796875,-489.74609375,-79.1015625,0.0
1733383202.0102417,1,-34.1796875,-34.1796875,-570.80078125,-55.17578125,0.0
1733383202.0205958,1,-76.66015625,-40.0390625,-579.58984375,-85.9375,0.0
1733383202.0308807,1,-152.83203125,-49.8046875,-486.81640625,-164.55078125,0.0
1733383202.0409017,1,-45.8984375,-55.6640625,-512.20703125,-120.60546875,0.0
1733383202.0513468,1,3.41796875,-53.7109375,-625.48828125,-54.6875,0.0
1733383202.0620062,1,-25.390625,-40.52734375,-684.08203125,-67.87109375,0.0
1733383202.0721085,1,-110.83984375,-27.34375,-462.890625,-168.45703125,0.0
1733383202.083071,1,-17.578125,-12.20703125,-402.34375,-175.78125,0.0
1733383202.093333,1,86.9140625,-11.71875,-506.34765625,-106.93359375,0.0
1733383202.1035364,1,12.6953125,-23.92578125,-495.1171875,-129.8828125,0.0
1733383202.1144621,1,-36.1328125,-33.69140625,-455.078125,-134.765625,0.0
1733383202.1252437,1,9.27734375,-22.4609375,-539.55078125,-103.515625,0.0
1733383202.135631,1,87.890625,-19.04296875,-683.10546875,-21.484375,0.0
1733383202.1459937,1,38.57421875,-32.71484375,-693.84765625,-40.52734375,0.0
1733383202.1561852,1,-71.77734375,-20.99609375,-442.3828125,-184.08203125,0.0
1733383202.1663415,1,-5.859375,-7.8125,-499.51171875,-168.9453125,0.0
1733383202.1767693,1,76.171875,-20.99609375,-619.140625,-103.515625,0.0
1733383202.1868553,1,53.22265625,-26.85546875,-628.90625,-75.1953125,0.0
1733383202.19708,1,20.99609375,-20.5078125,-577.63671875,-94.23828125,0.0
1733383202.2079563,1,37.59765625,-26.3671875,-536.62109375,-70.3125,0.0
1733383202.2189205,1,61.03515625,-19.53125,-579.1015625,-59.08203125,0.0
1733383202.2299533,1,8.7890625,-10.7421875,-515.13671875,-77.1484375,0.0
1733383202.2409143,1,4.8828125,-2.9296875,-528.3203125,-100.09765625,0.0
1733383202.2517233,1,56.15234375,7.32421875,-638.671875,-103.515625,0.0
1733383202.2620945,1,91.30859375,-10.7421875,-694.82421875,-24.4140625,0.0
1733383202.2724688,1,30.76171875,-16.11328125,-586.9140625,-73.73046875,0.0
1733383202.2834322,1,-41.015625,6.8359375,-481.93359375,-159.1796875,0.0
1733383202.2943952,1,16.11328125,1.953125,-590.33203125,-103.515625,0.0
